OWNER|INDEX_NAME|TABLE_NAME|UNIQUENESS|COLUMNS
FUSION|FND_KF_FLEXFIELDS_TL_U2_|FND_KF_FLEXFIELDS_TL_|Non Unique|LAST_UPDATE_DATE, APPLICATION_ID, LANGUAGE, NAME, ENTERPRISE_ID
FUSION|FND_KF_FLEXFIELDS_TL_U1|FND_KF_FLEXFIELDS_TL|Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_KF_FLEXFIELDS_TL_U11|FND_KF_FLEXFIELDS_TL|Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, LANGUAGE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_KF_FLEXFIELDS_TL_U2|FND_KF_FLEXFIELDS_TL|Unique|APPLICATION_ID, LANGUAGE, NAME, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_KF_FLEXFIELDS_TL_U21|FND_KF_FLEXFIELDS_TL|Unique|APPLICATION_ID, LANGUAGE, NAME, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_KF_FLEXFIELDS_TL_BK_U1|FND_KF_FLEXFIELDS_TL_BK|Unique|APPLICATION_ID, KEY_FLEXFIELD_CODE, LANGUAGE, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_KF_FLEXFIELDS_TL_BK_U2|FND_KF_FLEXFIELDS_TL_BK|Unique|APPLICATION_ID, LANGUAGE, NAME, ENTERPRISE_ID, CUST_SET_ID
FUSION|FND_KF_LABELED_SEGMENTS_U1|FND_KF_LABELED_SEGMENTS|Unique|STRUCTURE_ID, SEGMENT_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID, ORA_SEED_SET1
FUSION|FND_KF_LABELED_SEGMENTS_U11|FND_KF_LABELED_SEGMENTS|Unique|STRUCTURE_ID, SEGMENT_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID, ORA_SEED_SET2
FUSION|FND_KF_LABELED_SEGMENTS_U1_|FND_KF_LABELED_SEGMENTS_|Non Unique|LAST_UPDATE_DATE, STRUCTURE_ID, SEGMENT_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID
FUSION|FND_KF_LABELED_SEGMENT_N1_|FND_KF_LABELED_SEGMENTS_|Non Unique|STRUCTURE_ID, SEGMENT_CODE, SEGMENT_LABEL_CODE, ENTERPRISE_ID
